episode,epsilon=1.0,epsilon=0.8,epsilon=0.5
793,148.512225,156.679847,169.556345
794,148.673248,158.033853,169.100743
795,148.578733,158.13812,167.037038
796,148.81203,156.242574,164.838552
797,148.904573,154.76334,163.38498
798,148.813993,154.681136,163.597123
799,148.936537,155.192975,161.368712
800,147.673635,153.053181,161.257675
801,147.567264,151.382056,160.753886
802,150.321638,151.633131,160.758531
803,150.759168,149.457037,160.570215
804,150.224084,149.539172,160.210074
805,150.788794,147.617103,160.779681
806,151.294113,147.852057,160.52837
807,151.81395,147.901952,159.885834
808,153.736974,148.261526,160.368593
809,156.338699,148.709116,161.024591
810,156.77312,150.208838,160.879881
811,156.46359,150.364249,160.935258
812,157.054126,149.902387,160.658798
813,157.467966,150.088283,161.803865
814,157.684145,150.535601,161.939576
815,157.364795,150.952891,161.983275
816,157.074401,150.167755,161.189305
817,156.943338,147.563335,161.408959
818,157.013966,145.23494,160.978351
819,157.216013,145.231357,160.942183
820,157.444137,145.221921,161.07351
821,159.247236,144.939765,161.625428
822,159.416941,142.419095,161.872938
823,159.68394,142.890929,162.356966
824,161.266392,143.343497,162.947016
825,161.772751,140.660173,163.322039
826,161.984729,139.837318,166.242321
827,161.775843,137.804417,166.579099
828,160.381495,137.656101,169.442945
829,157.418242,137.871053,168.876442
830,156.974617,137.489044,169.481652
831,159.048868,135.617144,172.085587
832,158.83877,135.915181,172.289686
833,158.686719,136.32622,172.982018
834,158.212543,138.043139,173.465558
835,157.788578,137.98183,172.897646
836,157.454274,137.94884,173.80027
837,158.089007,137.534663,173.720559
838,156.863007,139.903886,174.155452
839,157.363819,140.515609,174.648004
840,159.687597,140.657616,176.29526
841,159.055573,138.684084,176.084578
842,158.561078,138.405134,176.312039
843,157.973291,138.461688,176.410752
844,156.987721,137.126988,177.048559
845,159.940774,135.963848,173.888193
846,158.91841,136.561583,174.722626
847,159.095932,136.88234,174.922351
848,162.049657,135.15674,174.362646
849,161.693304,135.538582,172.048933
850,164.204529,135.23815,174.61877
851,164.917083,136.039179,174.552009
852,165.339652,136.292368,175.076512
853,165.940484,136.390856,176.158108
854,166.161506,136.744144,174.164732
855,169.086651,136.875192,174.997611
856,168.899484,134.838748,175.128374
857,166.995136,134.867973,175.442665
858,167.064798,135.404453,175.34149
859,166.419189,135.80683,176.690152
860,166.343571,135.729222,177.002428
861,166.257388,133.203008,177.294281
862,166.152174,135.881278,177.149272
863,167.280134,135.348234,175.060527
864,167.506026,134.781993,174.980218
865,167.405421,134.739888,171.963056
866,167.817011,135.24752,172.136222
867,168.057125,135.849797,171.737204
868,168.257479,135.807157,170.180699
869,167.918215,133.536947,169.804135
870,167.865437,130.583568,169.34708
871,167.805222,130.450096,169.773956
872,167.984864,130.438077,170.093128
873,168.150816,128.407092,168.346451
874,168.952469,126.383222,165.994262
875,168.320141,126.06026,166.24238
876,167.282994,126.500541,166.754378
877,167.971987,125.858035,163.465526
878,168.31235,126.080862,160.829666
879,168.51586,123.909888,160.757664
880,170.889337,121.453508,158.813374
881,171.241107,121.892235,158.884539
882,173.646419,124.358769,159.247649
883,175.567458,124.547498,159.698858
884,178.684035,123.732558,159.587375
885,178.347998,123.38207,160.007267
886,178.354271,123.27176,160.281751
887,178.522378,126.480757,157.874368
888,178.571678,123.766919,157.747788
889,178.274154,123.80985,154.613331
890,178.389793,120.783178,155.047019
891,178.282257,120.571262,152.189299
892,178.194542,119.757148,149.327936
893,178.368423,119.34543,149.238357
894,178.279022,119.339812,146.866709
895,178.205018,120.019718,144.456623
896,178.824167,119.82668,146.490116
897,178.959188,122.009428,148.814379
898,179.359249,123.399501,150.441606
899,179.021295,124.113924,150.616774
900,179.587114,124.005518,152.725648
901,181.782211,125.999821,153.191658
902,181.996661,128.054423,151.072042
903,182.462239,128.281645,151.599686
904,182.596828,131.347451,153.349244
905,182.865529,131.259662,150.817274
906,181.949809,130.921408,151.159093
907,181.796264,130.491849,151.386431
908,182.03634,130.939907,152.029394
909,182.210679,133.477559,152.216045
910,181.598803,132.917923,152.332535
911,181.077558,132.376293,152.680706
912,181.37864,132.942762,153.111081
913,181.882715,133.020427,153.158396
914,182.015101,133.362073,153.562252
915,181.472828,133.053052,153.61468
916,182.035508,132.367142,153.790284
917,182.086728,133.023888,154.580665
918,182.011726,135.752844,153.418572
919,182.687383,136.079536,150.295121
920,182.992582,135.980102,150.714337
921,183.154834,136.30162,148.341539
922,183.017861,136.245998,151.336605
923,182.99443,139.116455,150.941281
924,183.403697,138.98778,151.502262
925,184.123617,138.600645,148.733102
926,182.281187,141.356942,148.473285
927,182.465633,142.04928,149.173463
928,182.977347,144.066067,149.653473
929,184.055977,144.371699,149.853877
930,186.902194,144.067434,147.027746
931,187.466562,144.167813,146.993812
932,187.604059,144.187705,146.428103
933,187.918925,144.570474,143.104521
934,188.200224,144.599613,143.3649
935,188.42615,144.949425,141.020753
936,188.664343,145.201448,138.758834
937,188.975135,145.472007,138.92591
938,189.42118,145.53848,136.473349
939,192.29625,145.149613,137.030516
940,192.873841,145.782077,136.644327
941,194.063155,143.355051,136.460579
942,196.789299,143.100052,136.418517
943,199.984291,143.5281,134.019202
944,201.04671,143.634016,131.991685
945,202.326293,145.559862,131.847366
946,202.202732,147.365211,134.481851
947,204.773435,147.379815,131.101612
948,204.278554,147.981816,131.084832
949,204.787405,149.842046,130.839543
950,205.32086,151.734701,133.757354
951,205.825565,153.344508,133.774493
952,205.946316,152.063569,136.610752
953,206.575125,151.131631,134.026899
954,206.534033,151.452611,133.666973
955,206.972832,151.002921,136.304144
956,206.676894,148.328974,133.632736
957,206.934834,150.531544,134.297193
958,209.348493,149.762982,134.31131
959,209.682011,149.631806,134.010723
960,210.529674,146.623664,134.072735
961,210.52647,145.608093,133.805947
962,211.042925,145.937867,133.415133
963,211.049475,144.617052,130.419509
964,211.646215,144.244239,129.570953
965,211.793073,144.68005,129.125808
966,211.966775,143.86696,131.711751
967,212.178831,142.935497,128.520835
968,212.328093,140.553313,128.366256
969,212.161505,141.395594,130.991954
970,212.38387,144.027814,131.671626
971,213.067814,146.17848,131.764311
972,213.008142,144.251086,131.750932
973,212.858583,144.130254,129.391204
974,213.174283,146.045123,132.182967
975,212.438907,147.934263,132.43641
976,212.62319,148.624354,130.544419
977,213.62361,146.601383,128.02582
978,212.809294,147.207317,128.540243
979,212.848635,147.414497,128.467966
980,213.031776,150.501088,126.242584
981,213.024549,152.936144,128.641041
982,212.909486,150.767985,128.436513
983,213.552763,148.897114,125.845703
984,212.497971,146.355342,123.097223
985,212.610566,147.310019,120.655483
986,213.302743,145.499496,120.105049
987,213.13587,143.345164,119.791631
988,213.222595,142.854483,122.5204
989,213.57224,145.87593,122.24221
990,214.302014,143.312019,122.865837
991,214.408321,146.147875,120.519443
992,214.718909,144.567215,121.217803
993,215.058752,145.404795,124.252293
994,214.588206,143.608989,121.87303
995,214.567671,141.508274,124.066888
996,214.47513,140.99455,124.101091
997,213.954259,138.646033,122.391065
998,214.223689,136.080736,119.858372
999,214.191652,136.244868,117.744091
1000,214.522073,133.490031,114.949247
1001,214.176839,131.115282,112.6588
1002,214.196337,128.339585,112.587522
1003,214.004924,129.006871,112.810745
1004,213.550391,129.322361,112.256278
1005,213.005203,129.077012,112.730642
1006,213.172103,128.598773,115.619632
1007,214.07699,131.182455,115.531659
1008,214.266389,131.463477,115.883023
1009,213.989891,133.422146,115.443775
1010,214.515109,133.722297,115.469093
1011,214.974725,136.504446,115.224152
1012,215.439666,135.880766,112.15973
1013,215.182524,135.660636,111.897882
1014,214.755283,135.040695,111.884313
1015,214.736498,134.753797,111.894249
1016,215.838285,135.850108,109.337839
1017,215.463402,136.342004,106.920454
1018,215.444118,136.410356,106.830261
1019,216.281469,136.260175,105.605054
1020,216.381899,135.859049,106.565984
1021,216.210903,135.892601,104.134909
1022,216.266446,136.459539,106.81317
1023,216.944502,136.618246,107.012781
1024,216.57991,130.223516,107.249561
1025,216.490271,127.427109,106.601851
1026,216.356147,119.415552,109.211021
1027,217.51578,119.416783,109.057358
1028,216.982306,117.098621,109.269257
1029,216.837345,114.144345,108.42443
1030,216.861642,114.002978,106.407501
1031,216.987332,114.281582,109.599423
1032,216.585425,111.990138,110.020527
1033,216.245232,111.356148,107.121737
1034,215.969839,111.344967,110.377764
1035,216.114748,108.839701,109.320868
1036,216.276513,108.947033,112.111858
1037,216.715728,107.921267,112.077248
1038,216.806869,105.194468,112.082894
1039,216.156008,104.927899,114.615814
1040,215.733107,105.603468,111.295964
1041,215.752865,104.810151,109.29627
1042,215.399174,107.261919,108.787703
1043,214.988228,108.922939,106.826071
1044,214.931734,108.818773,109.758634
1045,214.659487,107.864456,112.231116
1046,214.621245,107.725448,112.121115
1047,214.391996,108.285044,111.447626
1048,214.881783,107.840506,111.940096
1049,215.117049,107.084506,110.015401
1050,214.463352,107.442195,108.479714
1051,213.692326,108.209293,108.501462
1052,213.326095,108.265794,108.366942
1053,213.085598,109.337721,105.957215
1054,212.329187,109.752218,108.528567
1055,213.058734,109.77782,106.306946
1056,212.939234,109.473465,106.138007
1057,213.17964,111.830184,106.624407
1058,213.988287,112.26898,104.290305
1059,214.309107,113.508788,102.115093
1060,213.914175,113.93467,99.988688
1061,213.564804,116.85989,99.088119
1062,213.799881,117.383897,99.787915
1063,214.06764,120.036503,99.934987
1064,214.603357,122.203863,100.839234
1065,214.761371,123.086513,103.7853
1066,214.548466,122.257621,102.958574
1067,214.773043,121.267317,100.709327
1068,215.042595,121.092655,101.610567
1069,214.885534,122.8922,99.675658
1070,215.122597,122.631638,99.897412
1071,215.388281,121.711448,99.402736
1072,215.368522,121.706959,100.163653
1073,215.694281,122.065322,100.561092
1074,213.057291,122.225217,103.018377
1075,212.649456,121.769555,100.556164
1076,212.877146,122.27975,100.458865
1077,212.454015,121.956764,100.120771
1078,212.177455,124.397516,102.55758
1079,212.680442,124.028304,104.656071
1080,212.943089,123.323567,107.698712
1081,212.70463,120.339561,110.151725
1082,212.552391,117.132545,110.124743
1083,212.628057,116.320645,108.08011
1084,211.90931,117.841889,110.746125
1085,212.506257,117.87351,111.254068
1086,212.143433,117.604721,111.662482
1087,211.65692,119.45838,111.763857
1088,211.444589,121.017275,111.696003
1089,211.413856,121.557074,111.759407
1090,210.816229,120.822491,109.575883
1091,210.384369,123.684672,111.895278
1092,210.592289,123.775895,111.987331
1093,209.643012,125.70432,114.498681
1094,209.206154,125.706647,114.311412
1095,209.562257,127.299136,116.654454
1096,209.726569,129.754526,117.137548
1097,209.620355,129.930347,119.843768
1098,209.96304,132.24955,121.512021
1099,209.573497,134.719998,124.129368
1100,209.122093,135.010673,126.48897
1101,208.279667,136.774997,126.861976
1102,208.552529,139.287869,129.437059
1103,208.558389,141.750221,127.124351
1104,208.440112,141.274481,129.273831
1105,208.784278,141.350441,129.783461
1106,208.90492,139.067597,129.729983
1107,208.377493,140.040754,129.813811
1108,208.036663,140.303509,127.482317
1109,207.983961,139.728276,127.34323
1110,207.995625,139.666969,125.611104
1111,207.518188,140.188407,125.365157
1112,207.736717,139.859424,123.336213
1113,207.101808,140.89593,127.077294
1114,207.014197,141.209669,125.461398
1115,207.123779,141.829848,125.815242
1116,206.927137,142.299768,123.477294
1117,206.66213,142.055305,125.957403
1118,206.903938,141.895943,126.139678
1119,207.408415,142.034708,125.907642
1120,207.066198,142.015013,126.132423
1121,206.420601,144.158789,128.681658
1122,206.067407,143.935806,128.874247
1123,206.239921,142.963169,129.028145
1124,206.162164,143.302976,128.815701
1125,207.024523,149.763722,128.793639
1126,206.501914,152.304043,126.948856
1127,206.247467,160.95729,124.744499
1128,206.48918,161.08655,124.753714
1129,206.588816,162.3104,124.604378
1130,206.463221,164.851943,125.608171
1131,206.893443,164.909028,127.697434
1132,206.661372,164.007209,125.123673
1133,206.48668,166.015749,124.843565
1134,206.517593,169.496663,126.22416
1135,206.53653,168.06902,126.039568
1136,206.647243,170.656827,124.106473
1137,206.656743,170.026349,124.193586
1138,206.917242,170.930494,126.464079
1139,207.00661,173.166644,126.244273
1140,207.099649,173.0144,126.176574
1141,207.438921,169.753971,126.661827
1142,207.381053,170.109291,128.726123
1143,207.410862,169.890065,128.705189
1144,207.502601,170.441008,128.780704
1145,207.709537,170.291287,128.332503
1146,207.396483,171.133924,125.712788
1147,207.552822,171.573777,123.706783
1148,207.414208,171.519428,124.924731
1149,207.107071,171.533902,125.44903
1150,206.927588,171.887116,127.439822
1151,207.340407,171.011393,129.593269
1152,207.852743,169.941476,129.933508
1153,207.830338,171.157053,130.174106
1154,207.95985,171.434937,130.602693
1155,208.373158,171.521957,128.142896
1156,207.656077,171.31094,128.380891
1157,207.264266,172.082528,128.912813
1158,207.066198,169.852374,130.618584
1159,206.535148,170.037043,129.454095
1160,206.181992,168.536982,129.447832
1161,206.53448,165.525896,131.753592
1162,206.544785,164.972368,132.177888
1163,206.771955,163.240164,131.531749
1164,206.787926,162.814947,131.824981
1165,206.711849,162.209596,133.901285
1166,206.48497,162.018434,131.486421
1167,206.781303,162.691042,130.126551
1168,206.86891,162.995051,132.640853
1169,206.88124,163.577473,135.063729
1170,206.879141,163.973636,137.140925
1171,206.929774,163.349064,133.480662
1172,205.514739,163.607977,131.404028
1173,204.432254,163.651888,131.197464
1174,204.842318,165.103789,130.920235
1175,207.517593,164.21583,130.695676
1176,207.470027,163.606801,129.977019
1177,207.619991,160.683831,129.920422
1178,207.781054,158.034787,130.251585
1179,207.807183,157.024493,127.588849
1180,204.427851,156.57233,128.134477
1181,203.788931,154.250894,127.914638
1182,203.484871,156.204162,127.691142
1183,203.84454,156.511309,125.292389
1184,203.574473,159.844014,127.720832
1185,203.402719,157.845103,124.474231
1186,204.209955,158.024706,126.469912
1187,204.470296,155.734952,128.610223
1188,204.307721,153.299158,126.599531
1189,204.090238,152.018266,126.735548
1190,204.150362,149.797749,126.956906
1191,204.333051,147.735022,129.274281
1192,204.501896,146.238696,129.366822
1193,204.347944,143.814099,131.109384
1194,205.154348,143.839843,131.078998
1195,205.754544,142.702895,129.013772
1196,206.083487,143.689289,128.687169
1197,206.561435,143.023953,128.665229
1198,207.217,140.62367,128.620555
1199,207.139947,140.185357,126.848894
1200,207.151014,139.347798,126.798787
1201,207.273132,134.353206,127.211829
1202,208.406194,135.251561,129.706855
1203,208.359237,134.710562,129.207246
1204,208.335298,135.382142,132.136184
1205,208.547123,135.14935,132.115398
1206,208.226396,132.908529,132.127153
1207,208.203272,134.612285,132.129297
1208,208.324314,132.352099,132.034126
1209,208.521875,131.784845,134.479918
1210,208.170688,132.371677,132.238846
1211,208.311073,132.56546,133.878016
1212,208.688102,131.206041,134.097665
1213,208.368543,131.140631,136.292559
1214,208.968032,131.252112,135.468172
1215,206.647891,130.451344,137.666901
1216,204.32451,131.050843,137.548355
1217,201.790942,129.906256,139.511381
1218,200.68498,126.645322,139.705103
1219,200.690264,122.675994,142.334929
1220,200.133989,120.758729,142.782413
1221,200.605102,117.629258,144.681925
1222,201.233039,117.447167,143.975986
1223,201.418004,117.314181,146.171042
1224,201.636871,118.15431,145.805033
1225,201.714791,114.996128,145.873958
1226,200.908223,113.540854,143.88747
1227,200.893388,111.144747,145.908478
1228,201.125578,108.92019,148.11881
1229,201.399806,108.697033,148.475799
1230,201.846124,106.807636,145.978441
1231,201.734869,106.857761,145.669879
1232,201.370014,104.236174,145.10304
1233,201.273953,104.637407,147.643347
1234,201.863246,104.514239,147.741162
1235,201.879221,103.709361,149.649122
1236,202.164604,104.478366,147.580128
1237,201.537008,103.852794,150.599586
1238,201.874448,101.379614,150.16496
1239,201.635289,100.911168,150.649539
1240,200.949813,100.88093,151.122304
1241,201.153691,99.574557,151.428025
1242,200.666083,103.082415,154.058323
1243,200.861595,102.579054,154.166921
1244,200.888799,102.960182,154.324567
1245,201.478798,102.428198,156.397786
1246,201.18915,100.760661,156.485626
1247,201.226754,98.808323,159.119317
1248,200.991802,98.712271,161.678937
1249,201.597613,97.999359,161.725642
1250,201.676835,97.952965,163.647287
1251,201.7191,97.821223,163.752375
1252,201.796534,96.947254,163.585394
1253,201.858771,97.557509,163.52139
1254,202.001401,96.531683,163.535514
1255,201.868063,95.68684,165.239372
1256,201.385763,93.791219,167.629219
1257,202.141241,91.737444,169.551981
1258,202.458957,91.447957,169.084369
1259,202.83302,92.026942,169.14682
1260,202.969559,89.299657,172.371878
1261,202.578384,90.680011,174.442503
1262,202.26473,93.518814,172.204733
1263,202.194599,92.049023,172.644045
1264,202.047946,93.811443,172.644616
1265,202.147674,93.774395,172.577314
1266,202.125544,93.09347,172.353962
1267,201.863025,92.470398,172.612442
1268,199.16584,92.297743,175.200032
1269,199.082879,93.791381,172.908307
1270,198.904552,93.700517,172.531769
1271,199.226219,91.635658,170.692631
1272,196.954751,92.115974,173.907836
1273,197.969506,93.074649,176.368292
1274,198.798693,91.354772,176.42337
1275,198.783168,91.915523,174.246864
1276,198.872242,90.470109,174.302108
1277,199.159534,91.552075,176.787062
1278,198.001237,91.812125,178.865687
1279,198.459695,94.600157,180.889602
1280,198.860911,95.713691,183.281007
1281,199.401042,96.754548,182.91467
1282,200.16242,99.75353,183.079991
1283,200.715595,99.936081,181.134488
1284,198.053749,102.836068,183.318801
1285,198.058204,100.407725,182.940788
1286,198.541547,101.1287,185.939802
1287,198.398939,102.349,186.160146
1288,198.126894,104.590319,186.173679
1289,198.24154,107.074071,188.755264
1290,198.609612,108.979668,186.758286
1291,198.370595,111.12396,186.110292
1292,198.41735,111.786447,184.009102
1293,198.13378,112.541024,184.260731
1294,197.898618,114.658328,184.613647
1295,197.431323,114.447301,184.304879
1296,196.865362,115.551585,186.78487
1297,196.82671,115.314647,184.705121
1298,196.91689,115.355309,184.596615
1299,193.847636,118.343638,184.672831
1300,193.907059,117.837386,186.694892
1301,193.98329,116.487178,186.221352
1302,194.763507,121.124872,183.64722
1303,194.734135,120.133109,183.47517
1304,194.709319,118.55437,183.666163
1305,194.623664,116.037433,182.693254
1306,194.096197,115.854066,183.174281
1307,194.137921,115.49449,183.47887
1308,194.399477,113.853549,183.197365
1309,195.175914,115.275888,183.593593
1310,193.022971,113.05395,183.415252
1311,193.443515,111.072845,185.388153
1312,192.91952,111.434409,185.640108
1313,192.942642,111.46142,185.785621
1314,193.542016,110.060216,186.115794
1315,193.060418,107.417122,186.106523
1316,195.737964,107.974174,183.93741
1317,198.212378,106.278454,183.662013
1318,200.375937,106.332803,183.3776
1319,201.499402,109.237958,183.397798
1320,201.740397,113.645074,180.690084
1321,202.031221,115.192642,180.474297
1322,201.530665,118.121331,180.531475
1323,201.436243,117.670185,180.646424
1324,201.040612,116.066861,180.518662
1325,200.546391,113.247114,180.936487
1326,200.263719,115.753734,180.977699
1327,201.020453,117.287423,182.781797
1328,201.024003,119.544865,180.821389
1329,201.073954,121.260511,178.648578
1330,200.62504,121.435537,178.231205
1331,200.590472,121.878322,180.497272
1332,200.401467,122.059643,180.318131
1333,199.909768,122.007243,180.431684
1334,199.444809,122.398359,178.044573
1335,199.263023,121.853761,175.688279
1336,199.227463,119.589785,174.896305
1337,199.238451,120.308909,175.027302
1338,199.708522,120.722397,174.425111
1339,199.020425,123.89909,172.49275
1340,198.971795,122.313245,169.824046
1341,199.451117,120.816565,169.479678
1342,198.620295,120.461065,169.219671
1343,198.793729,119.835437,166.444015
1344,198.792474,120.333504,166.28944
1345,198.138054,118.004078,163.987034
1346,195.641171,117.971277,164.092227
1347,195.408368,119.631145,161.690035
1348,194.129037,121.769638,160.658818
1349,194.302488,121.689641,160.174752
1350,193.928606,121.57556,158.285161
1351,193.664061,121.747326,156.135849
1352,194.358786,121.843702,153.770636
1353,194.066926,123.36404,153.961697
1354,193.69478,123.556381,151.666116
1355,193.693272,123.915325,149.458973
1356,193.726693,124.238843,147.512087
1357,194.148774,124.679424,145.380576
1358,193.632559,127.108594,143.409924
1359,193.404155,127.750401,143.67046
1360,192.671997,127.720605,143.516873
1361,192.577703,129.731914,143.401759
1362,192.661324,128.877084,140.96204
1363,193.119013,127.08092,143.391798
1364,192.985447,128.176607,141.159001
1365,192.728469,128.232752,138.878046
1366,192.736617,126.477909,136.661486
1367,192.605613,125.352119,134.107655
1368,192.477623,126.181933,133.749353
1369,194.996665,126.745951,133.151054
1370,194.529969,126.942748,133.30409
1371,194.722479,125.443018,133.564624
1372,194.629744,125.224454,133.038983
1373,196.525248,125.121006,133.199049
1374,196.814426,122.791688,132.77724
1375,197.009226,122.810938,130.296904
1376,195.130466,122.717993,132.266329
1377,194.610782,125.529572,129.930568
1378,194.048154,123.217304,128.45224
1379,195.225929,123.401686,126.619764
1380,195.063727,123.35393,126.359172
1381,194.79746,120.13393,124.18973
1382,197.364665,117.928836,124.66625
1383,196.668665,117.729483,122.311343
1384,197.016317,118.095028,121.909978
1385,199.813385,115.342766,119.877356
1386,199.902785,115.256036,117.700317
1387,199.881239,114.958901,117.826684
1388,199.803838,113.776614,117.620463
1389,199.886018,111.945741,114.81894
1390,199.784662,109.392228,111.513044
1391,200.144693,109.112622,113.561136
1392,200.361618,107.064736,111.260446
1393,200.360228,109.35361,110.920045
1394,200.667856,107.37565,108.253717
1395,200.924227,105.094682,108.147151
1396,201.401425,105.345536,105.707977
1397,201.587297,104.912263,102.909574
1398,201.464975,105.008917,102.863523
1399,201.447255,105.989642,99.959339
1400,204.159428,105.033905,99.875146
1401,201.630494,103.968549,97.160029
1402,201.576218,106.076592,95.078739
1403,199.030904,106.480308,94.995516
1404,198.586374,104.935909,92.666278
1405,199.029503,104.583334,89.946125
1406,199.228818,104.862519,88.012189
1407,197.753629,105.178876,85.64062
1408,197.847526,107.143364,85.106763
1409,197.678352,107.307438,82.821491
1410,197.099437,105.446249,79.675051
1411,196.70464,105.818576,77.420796
1412,196.431937,107.769435,75.166996
1413,196.87826,107.456548,73.303577
1414,196.733646,106.03618,70.157409
1415,196.346417,106.094772,67.646571
1416,194.711843,106.324268,65.381994
1417,194.206762,104.340112,64.59277
1418,194.238471,103.493044,65.234196
1419,194.642709,102.1956,63.310344
1420,194.476583,100.042131,60.773755
1421,194.533698,99.734395,60.794775
1422,194.518756,100.056051,58.225591
1423,195.17945,97.971481,56.166394
1424,195.37413,96.557066,53.674301
1425,195.811726,96.172522,51.272058
1426,196.456379,98.540943,48.45368
1427,196.400138,96.750408,46.023804
1428,195.948926,96.274654,43.801093
1429,196.353252,96.172486,42.840526
1430,193.862817,96.583721,42.251958
1431,193.831572,94.584065,40.14048
1432,191.384554,97.085088,37.623315
1433,191.537257,95.157854,35.287883
1434,192.45607,95.959509,33.153448
1435,193.207054,94.255119,32.690581
1436,192.12091,92.991258,32.011341
1437,192.223391,95.703592,30.008802
1438,192.154984,93.067906,29.11443
1439,192.010277,91.178092,26.825793
1440,192.255998,88.970592,26.106925
1441,192.383564,88.647886,27.759298
1442,192.368815,90.059009,25.636537
1443,193.245505,90.576432,22.950292
1444,193.210642,88.773316,23.176067
1445,192.587608,86.094757,20.486599
1446,192.953992,88.652395,20.251825
1447,195.249383,89.148509,17.02761
1448,195.107897,89.59338,16.43988
1449,196.608365,89.610357,14.047984
1450,196.427558,89.43132,11.542914
1451,196.663913,88.01843,10.787601
1452,197.056409,88.391178,10.155776
1453,196.71566,88.264018,10.151391
1454,196.632265,86.274567,7.338539
1455,194.410456,83.719914,6.375949
1456,192.415365,83.827919,5.536843
1457,189.718574,84.111923,4.452373
1458,190.099618,84.071524,3.632092
1459,189.885133,83.737054,2.920069
1460,189.496149,81.374676,0.346045
1461,190.221266,80.949457,-2.340897
1462,190.01061,79.128589,-5.151421
1463,189.467222,79.212326,-5.658014
1464,189.565217,80.957936,-8.984869
1465,189.653639,79.190363,-10.156211
1466,190.168978,77.188454,-11.085719
1467,189.568432,77.051252,-11.53715
1468,189.798309,76.688124,-11.798843
1469,190.219895,76.482355,-12.156563
1470,189.796899,75.480525,-14.804779
1471,188.244808,73.411596,-15.740475
1472,187.958605,75.663013,-18.886434
1473,188.007975,75.875284,-19.440857
1474,185.870062,75.960643,-22.65873
1475,185.826107,75.689466,-25.220015
1476,185.362776,75.386998,-26.026356
1477,184.618241,73.131173,-29.229385
1478,183.060509,72.635425,-30.042872
1479,182.481701,74.867668,-31.161123
1480,182.547706,74.861133,-32.16714
1481,182.526019,73.012034,-34.908182
1482,182.153901,75.912664,-35.3475
1483,182.056113,75.792833,-38.943994
1484,182.259935,76.148353,-39.641828
1485,181.722095,75.95959,-40.242311
1486,178.912988,76.008478,-41.053428
1487,179.170115,75.933,-41.343556
1488,179.232354,75.760815,-44.096019
1489,179.052727,77.619629,-46.309299
1490,179.26906,77.53022,-45.992542
1491,179.555628,77.598354,-45.647278
1492,179.435004,76.194138,-49.105182
1493,179.628478,78.654764,-49.555826
1494,179.533053,76.385615,-50.187234
1495,179.02298,76.171289,-51.429911
1496,179.063462,75.892424,-54.478163
1497,176.696295,73.606004,-55.370246
1498,176.771162,74.319783,-56.204536
1499,176.979293,71.537823,-57.125649
1500,176.564549,68.392103,-57.448165
1501,176.438134,66.691182,-60.844965
1502,178.916307,66.70552,-61.62253
1503,178.374781,64.283139,-62.514519
1504,179.037365,61.712488,-63.399974
1505,179.649282,63.91099,-64.399158
1506,179.323429,63.997253,-64.393609
1507,179.3511,63.892718,-65.486341
1508,181.573789,61.785078,-66.68736
1509,181.501385,60.027323,-70.16979
1510,182.036054,61.586659,-70.539195
1511,181.808053,63.925454,-71.47156
1512,181.561746,63.692123,-72.021698
1513,181.74921,61.471383,-72.922988
1514,181.583126,58.532999,-74.599141
1515,181.672523,58.442604,-74.929027
1516,179.506697,57.839207,-75.651574
1517,179.550263,59.732071,-75.60539
1518,178.615833,61.182592,-76.060997
1519,178.456228,62.83553,-79.083097
1520,179.021334,62.579918,-79.674068
1521,178.919784,63.049212,-80.265282
1522,178.430035,60.868327,-80.9267
1523,178.602958,60.903749,-81.72412
1524,178.695752,60.315811,-83.286361
1525,178.182226,61.967879,-82.854145
1526,178.264174,62.327037,-83.710859
1527,177.820524,60.408232,-82.97013
1528,176.456195,60.350321,-83.4578
1529,176.604025,58.851273,-83.932591
1530,176.42726,59.012113,-84.515879
1531,178.959252,58.92751,-84.489723
1532,178.904851,58.570493,-84.263709
1533,180.90992,58.320263,-86.480581
1534,181.473617,58.500627,-86.861332
1535,181.009341,57.968228,-86.965599
1536,181.075787,59.69662,-89.687409
1537,182.196296,59.754498,-89.695144
1538,181.275512,57.496234,-89.365029
1539,180.980567,57.097326,-89.868562
1540,181.10587,56.928196,-90.458706
1541,181.106307,56.769423,-90.328228
1542,181.128121,59.148082,-92.127753
1543,178.844597,57.500843,-92.908135
1544,178.986338,56.870713,-93.39319
1545,179.565843,58.35454,-94.571673
1546,179.488985,58.669565,-94.770168
1547,179.498552,57.9045,-94.979227
1548,179.715367,55.37697,-94.395528
1549,180.201472,53.005256,-93.68254
1550,180.176465,53.096965,-93.056108
1551,180.305441,50.914779,-95.766404
1552,180.024033,51.076354,-97.24027
1553,179.461494,48.166006,-97.071281
1554,179.355183,48.512375,-100.159855
1555,177.43503,48.817817,-99.810454
1556,178.04378,49.182665,-99.534991
1557,180.317652,49.644368,-99.884079
1558,183.188571,47.322717,-100.112629
1559,180.704007,46.769569,-99.571464
1560,180.623728,46.890258,-98.455997
1561,181.071008,46.564672,-98.682122
1562,180.959158,47.050938,-98.937917
1563,181.459803,49.326605,-99.006048
1564,182.355319,47.227873,-98.28783
1565,180.269061,44.820253,-98.201267
1566,177.83452,46.847458,-97.533841
1567,177.876196,47.092837,-96.711821
1568,178.301406,47.505707,-96.690429
1569,178.176159,50.047994,-96.819202
1570,178.423224,50.06819,-96.369247
1571,178.466939,48.864004,-94.728555
1572,180.661417,51.046571,-94.303922
1573,180.769253,48.543925,-93.902292
